TIMESTAMP,KEY PRESSED"05-05-2023, 20:46:23.297290",'d'
"05-05-2023, 20:46:23.323401",'i'
"05-05-2023, 20:46:23.406628",'v'
"05-05-2023, 20:46:23.438718",'b'
"05-05-2023, 20:46:23.538410",'k'
"05-05-2023, 20:46:23.661409",'d'
"05-05-2023, 20:46:23.673632",'s'
"05-05-2023, 20:46:23.776031",'v'
"05-05-2023, 20:46:23.811664",'b'
"05-05-2023, 20:46:23.989663",'d'
"05-05-2023, 20:46:24.026682",'b'
"05-05-2023, 20:46:28.970451",'d'
"05-05-2023, 20:46:28.975121",'n'
"05-05-2023, 20:46:28.978452",'d'
"05-05-2023, 20:46:28.982061",'l'
"05-05-2023, 20:46:28.987475",'c'
"05-05-2023, 20:46:28.996349",'n'
"05-05-2023, 20:46:29.002004",'l'
"05-05-2023, 20:46:29.014634",'c'
"05-05-2023, 20:46:29.022095",'n'
"05-05-2023, 20:46:29.026955",'l'
"05-05-2023, 20:46:29.030526",'s'
"05-05-2023, 20:46:33.552973",'f'
"05-05-2023, 20:46:33.554349",'d'
"05-05-2023, 20:46:33.563099",'v'
"05-05-2023, 20:46:33.565610",'f'
"05-05-2023, 20:46:33.574288",'f'
"05-05-2023, 20:46:33.576313",'v'
"05-05-2023, 20:46:33.588980",'f'
"05-05-2023, 20:46:33.596612",'g'
"05-05-2023, 20:46:33.600318",'f'
"05-05-2023, 20:46:33.605122",'d'
"05-05-2023, 20:46:33.615416",'g'
"05-05-2023, 20:46:38.190911",'d'
"05-05-2023, 20:46:38.193199",'g'
"05-05-2023, 20:46:38.204569",'j'
"05-05-2023, 20:46:38.210892",'d'
"05-05-2023, 20:46:38.214903",'h'
"05-05-2023, 20:46:38.224584",'j'
"05-05-2023, 20:46:38.231099",'d'
"05-05-2023, 20:46:38.236040",'s'
"05-05-2023, 20:46:38.246079",'b'
"05-05-2023, 20:46:38.248071",'d'
"05-05-2023, 20:46:38.255689",'f'
"05-05-2023, 20:46:42.668158",'f'
"05-05-2023, 20:46:42.680518",'d'
"05-05-2023, 20:46:42.687710",'f'
"05-05-2023, 20:46:42.697093",'s'
"05-05-2023, 20:46:42.708298",'f'
"05-05-2023, 20:46:42.711316",'u'
"05-05-2023, 20:46:42.714684",'i'
"05-05-2023, 20:46:42.724162",'d'
"05-05-2023, 20:46:42.739560",'f'
"05-05-2023, 20:46:42.744334",'u'
"05-05-2023, 20:46:42.750564",'i'
"05-05-2023, 20:46:48.000924",'b'
"05-05-2023, 20:46:48.006759",'b'
"05-05-2023, 20:46:48.009161",Key.space
"05-05-2023, 20:46:48.017666",'i'
"05-05-2023, 20:46:48.024023",'b'
"05-05-2023, 20:46:48.027929",'e'
"05-05-2023, 20:46:48.039331",'b'
"05-05-2023, 20:46:48.045330",'b'
"05-05-2023, 20:46:48.049269",'i'
"05-05-2023, 20:46:48.066537",'o'
"05-05-2023, 20:46:48.074283",'o'
"05-05-2023, 20:46:53.872667",'j'
"05-05-2023, 20:46:53.876127",'d'
"05-05-2023, 20:46:53.881126",'s'
"05-05-2023, 20:46:53.884312",'b'
"05-05-2023, 20:46:53.890307",'d'
"05-05-2023, 20:46:53.903382",'b'
"05-05-2023, 20:46:53.905692",'d'
"05-05-2023, 20:46:53.911976",'o'
"05-05-2023, 20:46:53.917328",'f'
"05-05-2023, 20:48:23.949005",'s'
"05-05-2023, 20:48:24.204315",'e'
"05-05-2023, 20:48:32.321172",'r'
"05-05-2023, 20:48:32.425905",'e'
"05-05-2023, 20:48:32.610666",'c'
"05-05-2023, 20:48:34.382709",'e'
"05-05-2023, 20:48:34.696390",'i'
"05-05-2023, 20:48:34.996759",'v'
"05-05-2023, 20:48:35.100033",'e'
"05-05-2023, 20:48:35.213657",'r'
"05-05-2023, 20:48:40.181718",Key.caps_lock
"05-05-2023, 20:48:40.423455",'a'
"05-05-2023, 20:48:40.581642",Key.caps_lock
"05-05-2023, 20:48:45.251920",'p'
"05-05-2023, 20:48:45.355676",'a'
"05-05-2023, 20:48:45.654115",'s'
"05-05-2023, 20:48:45.804544",'s'
"05-05-2023, 20:48:46.152560",'w'
"05-05-2023, 20:48:46.304159",'o'
"05-05-2023, 20:48:46.896681",'r'
"05-05-2023, 20:48:47.128866",'d'
"05-05-2023, 20:48:48.732794",Key.ctrl_l
"05-05-2023, 20:48:49.136822",'\x13'
"05-05-2023, 20:48:49.352476",'\x13'
"05-05-2023, 20:49:18.765727",'f'
"05-05-2023, 20:49:19.061756",'f'
"05-05-2023, 20:49:19.187148",'w'
"05-05-2023, 20:49:19.230073",'e'
"05-05-2023, 20:49:19.306017",'f'
"05-05-2023, 20:49:19.425719",'w'
"05-05-2023, 20:49:19.431074",'e'
"05-05-2023, 20:49:19.517085",'f'
"05-05-2023, 20:49:19.626256",'e'
"05-05-2023, 20:49:19.710472",'f'
"05-05-2023, 20:49:19.821588",'e'
